,Survived,Pclass,Age,Relatives,Male,Embarked_C,Embarked_Q,Embarked_S
296,0.0,0.0,0.01985423473234481,0.30000000000000004,0.0,0.0,0.0,1.0
297,1.0,0.0,0.5853229454636844,0.0,1.0,0.0,0.0,1.0
298,1.0,0.0,0.6230208595124404,0.1,0.0,1.0,0.0,0.0
299,1.0,1.0,0.21588338778587585,0.0,0.0,0.0,1.0,0.0
300,1.0,1.0,0.2937924101533048,0.2,1.0,0.0,1.0,0.0
301,0.0,1.0,0.2334757476752953,0.0,1.0,0.0,0.0,1.0
302,1.0,0.5,0.2510681075647147,0.0,0.0,0.0,1.0,0.0
303,0.0,1.0,0.4772555918572506,0.0,1.0,0.0,0.0,1.0
304,1.0,0.0,0.006282985674792663,0.30000000000000004,1.0,0.0,0.0,1.0
305,1.0,0.0,0.40437295802965567,0.0,0.0,1.0,0.0,0.0
306,1.0,0.0,0.20834380497612465,0.1,0.0,1.0,0.0,0.0
307,0.0,0.5,0.37170143252073384,0.1,1.0,1.0,0.0,0.0
308,1.0,0.0,0.37170143252073384,0.0,0.0,1.0,0.0,0.0
309,1.0,0.0,0.2963056044232219,0.0,0.0,1.0,0.0,0.0
310,1.0,0.0,0.22090977632571,0.4,0.0,1.0,0.0,0.0
311,0.0,0.5,0.32143754712239253,0.2,0.0,0.0,0.0,1.0
312,0.0,1.0,0.34656948982156316,0.0,1.0,0.0,0.0,1.0
313,0.0,0.5,0.5350590600653431,0.2,1.0,0.0,0.0,1.0
314,1.0,1.0,0.32143754712239253,0.0,0.0,0.0,0.0,1.0
315,1.0,0.5,0.2963056044232219,0.1,0.0,0.0,0.0,1.0
316,0.0,0.5,0.6732847449107816,0.0,1.0,0.0,0.0,1.0
317,1.0,0.0,0.38426740387031916,0.2,0.0,0.0,0.0,1.0
318,1.0,0.0,0.49736114601658704,0.2,0.0,1.0,0.0,0.0
319,0.0,1.0,0.2711736617240512,0.0,1.0,0.0,0.0,1.0
320,0.0,1.0,0.33400351847197784,0.0,1.0,0.0,0.0,1.0
321,1.0,0.5,0.37170143252073384,0.0,0.0,0.0,1.0,0.0
322,1.0,0.5,0.2711736617240512,0.2,0.0,0.0,0.0,1.0
323,0.0,1.0,0.105302839909525,1.0,1.0,0.0,0.0,1.0
324,1.0,0.0,0.4470972606182458,0.0,0.0,1.0,0.0,0.0
325,0.0,1.0,0.7612465443578789,0.0,1.0,0.0,0.0,1.0
326,1.0,0.5,0.4470972606182458,0.0,0.0,0.0,0.0,1.0
327,1.0,1.0,0.38426740387031916,0.2,0.0,0.0,0.0,1.0
328,1.0,0.0,0.19577783362653933,0.1,0.0,1.0,0.0,0.0
329,1.0,1.0,0.21588338778587585,0.2,0.0,0.0,1.0,0.0
330,0.0,0.0,0.5664739884393064,0.0,1.0,0.0,0.0,1.0
331,0.0,0.0,0.4722292033174164,0.1,1.0,0.0,0.0,1.0
332,0.0,1.0,0.19577783362653933,0.2,1.0,0.0,0.0,1.0
333,1.0,0.0,0.4596632319678311,0.1,0.0,0.0,0.0,1.0
334,0.0,1.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
335,0.0,0.0,0.35913546117114853,0.1,1.0,0.0,0.0,1.0
336,1.0,0.0,0.5099271173661725,0.0,0.0,1.0,0.0,0.0
337,1.0,1.0,0.5601910027645137,0.0,1.0,0.0,0.0,1.0
338,0.0,0.0,0.5601910027645137,0.0,1.0,0.0,0.0,1.0
339,1.0,0.5,0.01985423473234481,0.2,1.0,0.0,0.0,1.0
340,1.0,0.0,0.2963056044232219,0.5,0.0,0.0,0.0,1.0
341,0.0,0.5,0.34656948982156316,0.0,1.0,0.0,0.0,1.0
342,0.0,0.5,0.3088715757728072,0.0,1.0,0.0,0.0,1.0
343,0.0,0.5,0.4470972606182458,0.0,1.0,0.0,0.0,1.0
344,1.0,0.5,0.2963056044232219,0.0,0.0,0.0,0.0,1.0
345,1.0,0.5,0.49736114601658704,0.0,0.0,0.0,0.0,1.0
346,1.0,1.0,0.2636340789143,0.1,0.0,0.0,0.0,1.0
347,1.0,1.0,0.032420206081930136,0.2,1.0,0.0,0.0,1.0
348,0.0,1.0,0.5224930887157577,0.0,1.0,0.0,0.0,1.0
349,0.0,1.0,0.2837396330736366,0.0,1.0,0.0,0.0,1.0
350,0.0,0.0,0.650665996481528,0.0,1.0,0.0,0.0,1.0
351,0.0,1.0,0.18321186227695402,0.2,1.0,1.0,0.0,0.0
352,0.0,1.0,0.3088715757728072,0.1,1.0,0.0,0.0,1.0
353,0.0,1.0,0.40688615229957276,0.0,1.0,1.0,0.0,0.0
354,0.0,1.0,0.34656948982156316,0.0,1.0,0.0,0.0,1.0
355,1.0,0.0,0.2711736617240512,0.1,0.0,0.0,0.0,1.0
356,0.0,0.5,0.4722292033174164,0.0,0.0,0.0,0.0,1.0
357,1.0,1.0,0.21588338778587585,0.0,0.0,0.0,1.0,0.0
358,1.0,1.0,0.21588338778587585,0.0,0.0,0.0,1.0,0.0
359,0.0,1.0,0.49736114601658704,0.5,1.0,0.0,0.0,1.0
360,0.0,0.5,0.35913546117114853,0.1,1.0,1.0,0.0,0.0
361,0.0,1.0,0.5601910027645137,0.1,0.0,1.0,0.0,0.0
362,0.0,1.0,0.4345312892686604,0.0,1.0,0.0,0.0,1.0
363,0.0,1.0,0.5325458657954261,0.1,1.0,0.0,1.0,0.0
364,0.0,1.0,0.37170143252073384,0.0,1.0,0.0,0.0,1.0
365,1.0,0.0,0.7486805730082936,0.1,0.0,1.0,0.0,0.0
366,1.0,1.0,0.14802714249811513,0.0,0.0,1.0,0.0,0.0
367,1.0,1.0,0.21588338778587585,0.0,0.0,0.0,1.0,0.0
368,1.0,0.0,0.2963056044232219,0.0,0.0,1.0,0.0,0.0
369,1.0,0.0,0.3088715757728072,0.1,1.0,1.0,0.0,0.0
370,0.0,1.0,0.22090977632571,0.1,1.0,0.0,0.0,1.0
371,0.0,1.0,0.2334757476752953,0.0,1.0,0.0,0.0,1.0
372,0.0,0.0,0.2711736617240512,0.0,1.0,1.0,0.0,0.0
373,0.0,1.0,0.032420206081930136,0.4,0.0,0.0,0.0,1.0
374,1.0,0.0,0.6757979391806986,0.1,0.0,1.0,0.0,0.0
375,1.0,1.0,0.2711736617240512,0.0,0.0,0.0,0.0,1.0
376,0.0,0.0,0.33400351847197784,0.2,1.0,1.0,0.0,0.0
377,0.0,1.0,0.24604171902488062,0.0,1.0,1.0,0.0,0.0
378,0.0,1.0,0.2334757476752953,0.0,1.0,0.0,0.0,1.0
379,1.0,0.0,0.5224930887157577,0.0,0.0,1.0,0.0,0.0
380,1.0,1.0,0.007288263382759488,0.2,0.0,1.0,0.0,0.0
381,0.0,1.0,0.39683337521990447,0.0,1.0,0.0,0.0,1.0
382,1.0,0.0,0.4345312892686604,0.1,0.0,0.0,0.0,1.0
383,0.0,1.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
384,0.0,0.5,0.22090977632571,0.0,1.0,0.0,0.0,1.0
385,0.0,1.0,0.007288263382759488,0.7000000000000001,1.0,0.0,0.0,1.0
386,1.0,0.5,0.4470972606182458,0.0,0.0,0.0,0.0,1.0
387,0.0,1.0,0.4697160090474993,0.0,1.0,0.0,1.0,0.0
388,1.0,0.5,0.20834380497612465,0.0,0.0,1.0,0.0,0.0
389,1.0,0.0,0.4470972606182458,0.30000000000000004,1.0,0.0,0.0,1.0
390,1.0,1.0,0.2586076903744659,0.0,1.0,0.0,0.0,1.0
391,0.0,1.0,0.34656948982156316,0.2,1.0,0.0,0.0,1.0
392,1.0,0.0,0.2837396330736366,0.1,0.0,1.0,0.0,0.0
393,1.0,1.0,0.2963056044232219,0.2,0.0,0.0,0.0,1.0
394,0.0,1.0,0.2711736617240512,0.0,1.0,0.0,0.0,1.0
395,0.0,1.0,0.38426740387031916,0.0,0.0,0.0,0.0,1.0
396,0.0,0.5,0.5727569741140991,0.0,1.0,0.0,0.0,1.0
397,0.0,0.5,0.2837396330736366,0.0,1.0,0.0,0.0,1.0
398,1.0,0.5,0.34656948982156316,0.0,0.0,0.0,0.0,1.0
399,1.0,1.0,0.4847951746670017,0.0,1.0,0.0,0.0,1.0
400,0.0,1.0,0.32143754712239253,0.0,1.0,0.0,0.0,1.0
401,0.0,1.0,0.2586076903744659,0.1,0.0,0.0,0.0,1.0
402,0.0,1.0,0.34656948982156316,0.1,1.0,0.0,0.0,1.0
403,0.0,1.0,0.24604171902488062,0.0,0.0,0.0,0.0,1.0
404,0.0,0.5,0.4219653179190751,0.1,1.0,0.0,0.0,1.0
405,0.0,1.0,0.6355868308620256,0.0,1.0,0.0,0.0,1.0
406,1.0,0.5,0.032420206081930136,0.2,1.0,0.0,0.0,1.0
407,0.0,1.0,0.2586076903744659,0.0,1.0,0.0,0.0,1.0
408,0.0,1.0,0.23850213621512945,0.4,0.0,0.0,0.0,1.0
409,0.0,1.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
410,0.0,1.0,0.41568233224428236,0.0,1.0,0.0,1.0,0.0
411,1.0,0.0,0.4093993465694898,0.1,0.0,0.0,1.0,0.0
412,0.0,0.5,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
413,1.0,1.0,0.5476250314149284,0.0,1.0,0.0,0.0,1.0
414,0.0,1.0,0.2812264388037195,0.0,0.0,0.0,0.0,1.0
415,1.0,0.5,0.4219653179190751,0.2,0.0,0.0,0.0,1.0
416,1.0,0.5,0.22090977632571,0.2,0.0,0.0,0.0,1.0
417,0.0,0.5,0.37170143252073384,0.0,1.0,0.0,0.0,1.0
418,0.0,1.0,0.12038200552902739,0.2,0.0,0.0,0.0,1.0
419,0.0,1.0,0.3553656697662729,0.0,1.0,1.0,0.0,0.0
420,0.0,1.0,0.2586076903744659,0.0,1.0,0.0,1.0,0.0
421,0.0,1.0,0.35913546117114853,0.0,1.0,0.0,0.0,1.0
422,0.0,1.0,0.34656948982156316,0.2,0.0,0.0,0.0,1.0
423,0.0,1.0,0.22090977632571,0.2,1.0,0.0,0.0,1.0
424,0.0,1.0,0.38552400100527767,0.0,1.0,0.0,0.0,1.0
425,1.0,0.5,0.34656948982156316,0.1,0.0,0.0,0.0,1.0
426,1.0,0.5,0.2334757476752953,0.0,0.0,0.0,0.0,1.0
427,0.0,1.0,0.5953757225433526,0.0,1.0,0.0,1.0,0.0
428,1.0,1.0,0.39683337521990447,0.0,1.0,0.0,0.0,1.0
429,1.0,0.0,0.34656948982156316,0.0,1.0,0.0,0.0,1.0
430,1.0,1.0,0.2636340789143,0.1,0.0,0.0,0.0,1.0
431,1.0,0.5,0.5224930887157577,0.1,0.0,0.0,0.0,1.0
432,0.0,1.0,0.20834380497612465,0.0,1.0,0.0,0.0,1.0
433,0.0,0.0,0.6230208595124404,0.1,1.0,0.0,0.0,1.0
434,1.0,0.0,0.17064589092736868,0.30000000000000004,0.0,0.0,0.0,1.0
435,0.0,1.0,0.2586076903744659,0.4,0.0,0.0,0.0,1.0
436,1.0,0.5,0.2963056044232219,0.5,0.0,0.0,0.0,1.0
437,0.0,0.0,0.7989444584066349,0.5,1.0,0.0,0.0,1.0
438,0.0,0.5,0.38426740387031916,0.0,1.0,0.0,0.0,1.0
439,1.0,0.5,0.5601910027645137,0.2,0.0,0.0,0.0,1.0
440,0.0,1.0,0.24604171902488062,0.0,1.0,0.0,0.0,1.0
441,0.0,1.0,0.3088715757728072,0.1,1.0,0.0,0.0,1.0
442,1.0,0.5,0.34656948982156316,0.0,0.0,0.0,0.0,1.0
443,1.0,1.0,0.3214375471223926,0.0,1.0,0.0,0.0,1.0
444,1.0,0.0,0.04498617743151546,0.2,1.0,0.0,0.0,1.0
445,1.0,0.5,0.15807991957778336,0.1,0.0,0.0,0.0,1.0
446,1.0,0.0,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
447,1.0,1.0,0.05755214878110078,0.30000000000000004,0.0,1.0,0.0,0.0
448,1.0,0.0,0.648152802211611,0.0,1.0,0.0,0.0,1.0
449,0.0,0.5,0.4470972606182458,0.30000000000000004,1.0,0.0,0.0,1.0
450,0.0,1.0,0.38426740387031916,0.1,1.0,0.0,0.0,1.0
451,0.0,0.0,0.37170143252073384,0.0,1.0,1.0,0.0,0.0
452,1.0,0.0,0.610454888162855,0.1,1.0,1.0,0.0,0.0
453,0.0,1.0,0.4772555918572506,0.0,1.0,0.0,0.0,1.0
454,1.0,1.0,0.35913546117114853,0.0,1.0,1.0,0.0,0.0
455,0.0,0.0,0.8115104297562202,0.0,1.0,0.0,0.0,1.0
456,1.0,0.0,0.4068861522995727,0.1,0.0,0.0,0.0,1.0
457,1.0,0.5,0.6230208595124404,0.0,0.0,0.0,0.0,1.0
458,0.0,1.0,0.5953757225433526,0.0,1.0,0.0,1.0,0.0
459,1.0,0.0,0.5978889168132697,0.0,1.0,0.0,0.0,1.0
460,0.0,1.0,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
461,0.0,0.0,0.5853229454636844,0.0,1.0,0.0,0.0,1.0
462,0.0,0.5,0.5978889168132697,0.0,1.0,0.0,0.0,1.0
463,0.0,1.0,0.4772555918572506,0.0,1.0,0.0,0.0,1.0
464,0.0,1.0,0.4722292033174164,0.0,1.0,0.0,0.0,1.0
465,0.0,0.5,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
466,0.0,0.0,0.6984166876099522,0.0,1.0,0.0,0.0,1.0
467,0.0,1.0,0.4697160090474993,0.0,1.0,0.0,1.0,0.0
468,1.0,1.0,0.0041467705453631576,0.30000000000000004,0.0,1.0,0.0,0.0
469,0.0,1.0,0.38552400100527767,0.0,1.0,0.0,0.0,1.0
470,0.0,1.0,0.4722292033174164,0.0,1.0,0.0,0.0,1.0
471,1.0,0.5,0.4093993465694898,0.30000000000000004,0.0,0.0,0.0,1.0
472,1.0,0.5,0.2837396330736366,0.0,0.0,1.0,0.0,0.0
473,0.0,1.0,0.2711736617240512,0.0,0.0,0.0,0.0,1.0
474,0.0,0.0,0.5149535059060065,0.0,1.0,0.0,0.0,1.0
475,0.0,0.5,0.4219653179190751,0.1,1.0,0.0,0.0,1.0
476,0.0,1.0,0.35913546117114853,0.1,1.0,0.0,0.0,1.0
477,0.0,1.0,0.2711736617240512,0.0,1.0,0.0,0.0,1.0
478,1.0,1.0,0.01985423473234481,0.1,0.0,0.0,0.0,1.0
479,0.0,1.0,0.10781603417944208,0.7000000000000001,1.0,0.0,0.0,1.0
480,0.0,0.5,0.4219653179190751,0.0,1.0,0.0,0.0,1.0
481,0.0,1.0,0.6230208595124404,0.0,1.0,0.0,0.0,1.0
482,1.0,1.0,0.7863784870570495,0.0,0.0,0.0,0.0,1.0
483,1.0,0.0,0.3088715757728072,0.1,1.0,1.0,0.0,0.0
484,0.0,1.0,0.23850213621512945,0.4,0.0,0.0,0.0,1.0
485,1.0,0.0,0.4345312892686604,0.1,0.0,0.0,0.0,1.0
486,0.0,0.0,0.723548630309123,0.0,1.0,1.0,0.0,0.0
487,0.0,1.0,0.37170143252073384,0.0,1.0,0.0,0.0,1.0
488,1.0,1.0,0.10781603417944208,0.2,1.0,0.0,0.0,1.0
489,0.0,1.0,0.38426740387031916,0.1,1.0,0.0,0.0,1.0
490,0.0,1.0,0.2586076903744659,0.0,1.0,0.0,0.0,1.0
491,0.0,0.0,0.685850716260367,0.0,1.0,0.0,0.0,1.0
492,0.0,0.0,0.8869062578537321,0.0,1.0,1.0,0.0,0.0
493,0.0,1.0,0.2586076903744659,0.0,1.0,0.0,0.0,1.0
494,0.0,1.0,0.33526011560693636,0.0,1.0,1.0,0.0,0.0
495,1.0,0.0,0.6732847449107816,0.1,0.0,1.0,0.0,0.0
496,0.0,1.0,0.2648906760492586,0.0,1.0,0.0,0.0,1.0
497,0.0,0.0,0.3088715757728072,0.30000000000000004,0.0,0.0,0.0,1.0
498,0.0,1.0,0.2963056044232219,0.0,1.0,0.0,0.0,1.0
499,0.0,1.0,0.20834380497612465,0.0,1.0,0.0,0.0,1.0
500,0.0,1.0,0.2586076903744659,0.0,0.0,0.0,1.0,0.0
501,0.0,1.0,0.3478260869565217,0.0,0.0,0.0,1.0,0.0
502,0.0,1.0,0.4596632319678311,0.0,0.0,0.0,0.0,1.0
503,1.0,0.0,0.19577783362653933,0.0,0.0,0.0,0.0,1.0
504,0.0,0.0,0.22090977632571,0.1,1.0,1.0,0.0,0.0
505,1.0,0.5,0.4093993465694898,0.2,0.0,0.0,0.0,1.0
506,1.0,0.0,0.5124403116360895,0.0,1.0,0.0,0.0,1.0
507,0.0,1.0,0.34656948982156316,0.0,1.0,0.0,0.0,1.0
508,1.0,1.0,0.32143754712239253,0.0,1.0,0.0,0.0,1.0
509,1.0,1.0,0.35913546117114853,0.0,1.0,0.0,1.0,0.0
510,0.0,1.0,0.4772555918572506,0.0,1.0,0.0,0.0,1.0
511,1.0,0.0,0.4470972606182458,0.0,1.0,0.0,0.0,1.0
512,1.0,0.0,0.6732847449107816,0.1,0.0,1.0,0.0,0.0
513,0.0,1.0,0.2963056044232219,0.0,1.0,0.0,0.0,1.0
514,0.0,0.0,0.5853229454636844,0.0,1.0,0.0,0.0,1.0
515,1.0,0.5,0.4219653179190751,0.0,0.0,0.0,0.0,1.0
516,0.0,1.0,0.5953757225433526,0.0,1.0,0.0,1.0,0.0
517,1.0,0.5,0.4470972606182458,0.1,0.0,0.0,0.0,1.0
518,0.0,1.0,0.39683337521990447,0.0,1.0,0.0,0.0,1.0
519,1.0,0.0,0.37170143252073384,0.0,0.0,0.0,0.0,1.0
520,0.0,1.0,0.2711736617240512,0.0,1.0,0.0,0.0,1.0
521,0.0,1.0,0.40688615229957276,0.0,1.0,1.0,0.0,0.0
522,1.0,0.0,0.5476250314149284,0.1,0.0,1.0,0.0,0.0
523,0.0,1.0,0.3189243528524755,0.0,1.0,1.0,0.0,0.0
524,0.0,1.0,0.5036441316913798,0.0,1.0,0.0,1.0,0.0
525,1.0,0.5,0.6230208595124404,0.0,0.0,0.0,0.0,1.0
526,0.0,0.0,0.4822819803970847,0.0,1.0,0.0,0.0,1.0
527,0.0,1.0,0.4847951746670017,0.0,1.0,0.0,0.0,1.0
528,0.0,0.5,0.2837396330736366,0.30000000000000004,1.0,0.0,0.0,1.0
529,1.0,0.5,0.01985423473234481,0.2,0.0,0.0,0.0,1.0
530,0.0,1.0,0.3189243528524755,0.0,1.0,1.0,0.0,0.0
531,0.0,1.0,0.20834380497612465,0.2,1.0,1.0,0.0,0.0
532,1.0,1.0,0.14488564966071876,0.2,0.0,1.0,0.0,0.0
533,0.0,1.0,0.37170143252073384,0.0,0.0,0.0,0.0,1.0
534,1.0,0.5,0.08268409148027142,0.2,0.0,0.0,0.0,1.0
535,0.0,0.0,0.5601910027645137,0.0,1.0,0.0,0.0,1.0
536,1.0,0.0,0.37170143252073384,0.0,0.0,1.0,0.0,0.0
537,0.0,1.0,0.2648906760492586,0.0,1.0,0.0,0.0,1.0
538,1.0,0.0,0.2711736617240512,0.2,0.0,1.0,0.0,0.0
539,1.0,0.0,0.4470972606182458,0.2,0.0,0.0,0.0,1.0
540,0.0,1.0,0.10781603417944208,0.6000000000000001,0.0,0.0,0.0,1.0
541,0.0,1.0,0.1329479768786127,0.6000000000000001,0.0,0.0,0.0,1.0
542,1.0,0.5,0.39683337521990447,0.1,1.0,0.0,0.0,1.0
543,0.0,0.0,0.6230208595124404,0.1,1.0,1.0,0.0,0.0
544,0.0,0.0,0.7989444584066349,0.0,1.0,0.0,0.0,1.0
545,1.0,0.5,0.2334757476752953,0.1,0.0,0.0,0.0,1.0
546,1.0,0.5,0.2410153304850465,0.0,1.0,1.0,0.0,0.0
547,0.0,1.0,0.4093993465694898,0.2,1.0,0.0,0.0,1.0
548,1.0,0.5,0.09525006282985675,0.2,1.0,0.0,0.0,1.0
549,1.0,0.0,0.20834380497612465,0.2,1.0,1.0,0.0,0.0
550,0.0,0.5,0.33400351847197784,0.0,1.0,0.0,0.0,1.0
551,0.0,1.0,0.5953757225433526,0.0,1.0,0.0,1.0,0.0
552,1.0,1.0,0.2711736617240512,0.0,1.0,1.0,0.0,0.0
553,1.0,1.0,0.2711736617240512,0.0,0.0,0.0,0.0,1.0
554,0.0,0.0,0.7738125157074642,0.0,1.0,0.0,0.0,1.0
555,1.0,0.0,0.5978889168132697,0.1,0.0,1.0,0.0,0.0
556,0.0,0.0,0.3490826840914803,0.0,1.0,1.0,0.0,0.0
557,1.0,0.0,0.4847951746670017,0.2,0.0,0.0,0.0,1.0
558,1.0,1.0,0.4470972606182458,0.1,0.0,0.0,0.0,1.0
559,0.0,1.0,0.5953757225433526,0.0,1.0,0.0,1.0,0.0
560,0.0,1.0,0.49736114601658704,0.0,1.0,0.0,0.0,1.0
561,0.0,0.5,0.34656948982156316,0.0,1.0,0.0,0.0,1.0
562,0.0,1.0,0.4772555918572506,0.0,1.0,0.0,0.0,1.0
563,0.0,1.0,0.2812264388037195,0.0,0.0,0.0,0.0,1.0
564,0.0,1.0,0.2963056044232219,0.2,1.0,0.0,0.0,1.0
565,0.0,1.0,0.2334757476752953,0.0,1.0,0.0,0.0,1.0
566,0.0,1.0,0.35913546117114853,0.4,0.0,0.0,0.0,1.0
567,0.0,1.0,0.3189243528524755,0.0,1.0,1.0,0.0,0.0
568,1.0,1.0,0.39683337521990447,0.0,1.0,0.0,0.0,1.0
569,1.0,0.5,0.7738125157074642,0.0,1.0,0.0,0.0,1.0
570,1.0,0.0,0.6607187735611963,0.2,0.0,0.0,0.0,1.0
571,1.0,0.0,0.4470972606182458,0.0,1.0,0.0,0.0,1.0
572,1.0,1.0,0.21588338778587585,0.0,0.0,0.0,1.0,0.0
573,0.0,1.0,0.19577783362653933,0.0,1.0,0.0,0.0,1.0
574,0.0,1.0,0.2334757476752953,0.0,1.0,0.0,0.0,1.0
575,1.0,0.5,0.4219653179190751,0.0,0.0,0.0,0.0,1.0
576,1.0,0.0,0.4847951746670017,0.1,0.0,0.0,0.0,1.0
577,0.0,1.0,0.25483789896959036,0.1,0.0,1.0,0.0,0.0
578,1.0,1.0,0.39683337521990447,0.0,1.0,0.0,0.0,1.0
579,1.0,0.5,0.3088715757728072,0.2,0.0,0.0,0.0,1.0
580,1.0,0.0,0.4847951746670017,0.2,0.0,1.0,0.0,0.0
581,0.0,0.5,0.6732847449107816,0.0,1.0,0.0,0.0,1.0
582,0.0,0.0,0.4470972606182458,0.0,1.0,1.0,0.0,0.0
583,0.0,1.0,0.3629052525760241,0.0,1.0,1.0,0.0,0.0
584,1.0,0.0,0.22090977632571,0.2,0.0,0.0,0.0,1.0
585,0.0,0.5,0.5853229454636844,0.0,1.0,0.0,0.0,1.0
586,1.0,0.0,0.7486805730082936,0.2,1.0,1.0,0.0,0.0
587,0.0,1.0,0.2711736617240512,0.0,1.0,0.0,0.0,1.0
588,0.0,1.0,0.4772555918572506,0.0,1.0,0.0,0.0,1.0
589,0.0,1.0,0.4345312892686604,0.0,1.0,0.0,0.0,1.0
590,1.0,0.0,0.648152802211611,0.1,0.0,1.0,0.0,0.0
591,0.0,1.0,0.5853229454636844,0.0,1.0,0.0,0.0,1.0
